freq,psd_x,psd_y,psd_z,psd_xyz
0.0,1.661e+01,3.008e+01,2.493e+02,2.960e+02
1.6,3.148e+01,1.126e+02,1.877e+02,3.318e+02
3.1,3.051e+01,1.135e+02,7.145e+01,2.154e+02
4.7,3.186e+01,1.035e+02,3.864e+02,5.218e+02
6.2,3.376e+01,1.049e+02,1.261e+03,1.399e+03
7.8,3.347e+01,1.139e+02,2.007e+03,2.154e+03
9.3,3.233e+01,1.307e+02,2.865e+03,3.028e+03
10.9,3.143e+01,1.371e+02,3.882e+03,4.051e+03
12.4,3.777e+01,1.295e+02,5.136e+03,5.303e+03
14.0,3.706e+01,1.163e+02,6.572e+03,6.725e+03
15.6,3.601e+01,1.241e+02,8.575e+03,8.735e+03
17.1,3.485e+01,1.121e+02,1.107e+04,1.122e+04
18.7,3.564e+01,1.048e+02,1.373e+04,1.387e+04
20.2,3.749e+01,1.061e+02,1.564e+04,1.578e+04
21.8,4.087e+01,1.086e+02,1.749e+04,1.764e+04
23.3,4.989e+01,1.226e+02,2.121e+04,2.139e+04
24.9,5.789e+01,1.311e+02,2.698e+04,2.717e+04
26.4,4.912e+01,1.577e+02,3.135e+04,3.156e+04
28.0,5.640e+01,1.727e+02,3.299e+04,3.322e+04
29.6,7.619e+01,2.111e+02,3.595e+04,3.624e+04
31.1,9.275e+01,2.544e+02,4.095e+04,4.130e+04
32.7,1.686e+02,3.717e+02,4.899e+04,4.953e+04
34.2,2.819e+02,5.962e+02,6.115e+04,6.203e+04
35.8,4.329e+02,8.611e+02,7.614e+04,7.744e+04
37.3,7.627e+02,1.485e+03,9.808e+04,1.003e+05
38.9,1.282e+03,2.498e+03,1.290e+05,1.328e+05
40.4,2.214e+03,3.707e+03,1.678e+05,1.737e+05
42.0,3.598e+03,5.450e+03,2.325e+05,2.416e+05
43.5,5.795e+03,8.477e+03,3.209e+05,3.352e+05
45.1,1.049e+04,1.327e+04,3.870e+05,4.108e+05
46.7,2.035e+04,1.953e+04,3.877e+05,4.276e+05
48.2,2.842e+04,2.379e+04,3.739e+05,4.261e+05
49.8,2.460e+04,2.265e+04,3.824e+05,4.297e+05
51.3,1.477e+04,1.795e+04,3.902e+05,4.230e+05
52.9,9.923e+03,1.698e+04,4.046e+05,4.315e+05
54.4,9.043e+03,1.925e+04,3.623e+05,3.906e+05
56.0,1.065e+04,2.369e+04,2.640e+05,2.984e+05
57.5,8.996e+03,2.034e+04,1.750e+05,2.043e+05
59.1,4.915e+03,1.267e+04,1.114e+05,1.290e+05
60.7,3.184e+03,8.838e+03,7.743e+04,8.946e+04
62.2,3.385e+03,7.491e+03,6.057e+04,7.144e+04
63.8,4.708e+03,7.366e+03,5.323e+04,6.531e+04
65.3,6.624e+03,8.963e+03,5.204e+04,6.763e+04
66.9,6.956e+03,9.306e+03,4.834e+04,6.460e+04
68.4,5.874e+03,8.166e+03,4.616e+04,6.020e+04
70.0,5.740e+03,9.714e+03,4.895e+04,6.441e+04
71.5,6.903e+03,1.378e+04,5.107e+04,7.175e+04
73.1,8.814e+03,1.835e+04,5.165e+04,7.881e+04
74.7,1.088e+04,2.179e+04,4.920e+04,8.187e+04
76.2,1.213e+04,2.164e+04,4.312e+04,7.689e+04
77.8,1.167e+04,1.996e+04,3.881e+04,7.044e+04
79.3,1.054e+04,1.936e+04,3.607e+04,6.597e+04
80.9,1.002e+04,2.028e+04,3.387e+04,6.417e+04
82.4,1.067e+04,2.342e+04,3.256e+04,6.665e+04
84.0,1.061e+04,2.336e+04,3.325e+04,6.723e+04
85.5,9.898e+03,2.056e+04,3.456e+04,6.502e+04
87.1,9.375e+03,1.873e+04,3.493e+04,6.303e+04
88.7,8.441e+03,1.663e+04,3.376e+04,5.883e+04
90.2,6.942e+03,1.447e+04,3.250e+04,5.392e+04
91.8,5.319e+03,1.220e+04,3.112e+04,4.864e+04
93.3,3.922e+03,1.056e+04,2.915e+04,4.364e+04
94.9,2.850e+03,9.217e+03,2.676e+04,3.882e+04
96.4,1.769e+03,6.566e+03,2.428e+04,3.262e+04
98.0,9.516e+02,9.528e+03,2.241e+04,3.289e+04
99.5,9.133e+02,1.213e+04,1.968e+04,3.272e+04
101.1,5.995e+02,1.305e+04,1.643e+04,3.009e+04
102.6,3.657e+02,1.573e+04,1.400e+04,3.010e+04
104.2,3.304e+02,1.451e+04,1.145e+04,2.629e+04
105.8,4.638e+02,1.185e+04,8.990e+03,2.131e+04
107.3,9.215e+02,1.336e+04,7.944e+03,2.222e+04
108.9,1.641e+03,1.559e+04,7.754e+03,2.498e+04
110.4,2.941e+03,1.639e+04,8.828e+03,2.816e+04
112.0,5.518e+03,1.928e+04,1.137e+04,3.616e+04
113.5,7.444e+03,2.537e+04,1.418e+04,4.699e+04
115.1,8.333e+03,2.960e+04,1.500e+04,5.294e+04
116.6,8.456e+03,3.051e+04,1.384e+04,5.281e+04
118.2,8.902e+03,3.008e+04,1.212e+04,5.110e+04
119.8,9.848e+03,3.195e+04,1.043e+04,5.223e+04
121.3,9.192e+03,3.001e+04,9.308e+03,4.851e+04
122.9,8.789e+03,2.841e+04,8.459e+03,4.566e+04
124.4,9.352e+03,2.810e+04,7.472e+03,4.493e+04
126.0,1.059e+04,2.750e+04,6.776e+03,4.487e+04
127.5,1.169e+04,2.557e+04,6.402e+03,4.366e+04
129.1,1.315e+04,2.300e+04,6.694e+03,4.284e+04
130.6,1.509e+04,2.156e+04,8.961e+03,4.560e+04
132.2,1.592e+04,2.100e+04,1.341e+04,5.033e+04
133.8,1.110e+04,1.678e+04,1.693e+04,4.481e+04
135.3,1.034e+04,1.693e+04,2.114e+04,4.841e+04
136.9,1.221e+04,1.824e+04,2.601e+04,5.646e+04
138.4,1.354e+04,1.740e+04,3.036e+04,6.130e+04
140.0,1.613e+04,1.857e+04,3.612e+04,7.082e+04
141.5,1.963e+04,2.065e+04,4.537e+04,8.565e+04
143.1,2.400e+04,2.224e+04,5.874e+04,1.050e+05
144.6,2.952e+04,2.457e+04,7.695e+04,1.310e+05
146.2,3.247e+04,2.381e+04,9.177e+04,1.480e+05
147.8,3.413e+04,2.228e+04,1.008e+05,1.572e+05
149.3,3.471e+04,2.088e+04,1.066e+05,1.622e+05
150.9,3.264e+04,1.917e+04,1.038e+05,1.556e+05
152.4,3.188e+04,1.828e+04,1.037e+05,1.538e+05
