freq,psd_x,psd_y,psd_z,psd_xyz
0.0,9.650e+01,3.597e+02,1.286e+01,4.690e+02
1.5,1.071e+02,2.762e+02,5.040e+01,4.337e+02
3.1,8.192e+01,1.493e+02,5.533e+01,2.865e+02
4.6,9.308e+01,4.980e+02,4.956e+01,6.406e+02
6.2,1.099e+02,1.404e+03,5.411e+01,1.568e+03
7.7,1.019e+02,2.244e+03,5.581e+01,2.401e+03
9.3,1.119e+02,3.241e+03,4.995e+01,3.403e+03
10.8,1.075e+02,4.735e+03,5.339e+01,4.896e+03
12.4,1.182e+02,6.874e+03,5.273e+01,7.045e+03
13.9,1.217e+02,9.543e+03,5.970e+01,9.724e+03
15.5,1.461e+02,1.300e+04,6.542e+01,1.322e+04
17.0,1.783e+02,1.559e+04,6.709e+01,1.583e+04
18.6,1.537e+02,1.705e+04,6.734e+01,1.727e+04
20.1,1.409e+02,1.984e+04,6.904e+01,2.005e+04
21.7,1.394e+02,2.551e+04,6.099e+01,2.571e+04
23.2,1.859e+02,3.476e+04,7.248e+01,3.502e+04
24.8,3.187e+02,4.831e+04,1.361e+02,4.877e+04
26.3,6.860e+02,6.394e+04,1.650e+02,6.479e+04
27.8,9.847e+02,7.904e+04,2.031e+02,8.022e+04
29.4,8.311e+02,1.007e+05,6.127e+02,1.021e+05
30.9,1.397e+03,1.246e+05,7.102e+02,1.267e+05
32.5,4.890e+03,1.497e+05,6.891e+02,1.553e+05
34.0,2.291e+04,1.567e+05,8.775e+02,1.805e+05
35.6,5.620e+04,1.318e+05,1.091e+03,1.890e+05
37.1,8.677e+04,1.078e+05,1.424e+03,1.960e+05
38.7,1.027e+05,9.319e+04,1.683e+03,1.976e+05
40.2,1.166e+05,9.047e+04,1.433e+03,2.085e+05
41.8,1.446e+05,1.151e+05,1.039e+03,2.607e+05
43.3,1.407e+05,1.629e+05,1.184e+03,3.048e+05
44.9,1.611e+05,2.734e+05,1.113e+03,4.355e+05
46.4,2.449e+05,5.480e+05,6.119e+02,7.935e+05
48.0,2.947e+05,8.250e+05,3.416e+02,1.120e+06
49.5,2.261e+05,7.671e+05,4.287e+02,9.937e+05
51.0,1.647e+05,6.029e+05,4.393e+02,7.680e+05
52.6,1.447e+05,5.124e+05,4.319e+02,6.576e+05
54.1,1.334e+05,4.463e+05,3.615e+02,5.800e+05
55.7,1.214e+05,3.878e+05,5.131e+02,5.097e+05
57.2,1.013e+05,3.192e+05,9.436e+02,4.214e+05
58.8,7.633e+04,2.510e+05,8.990e+02,3.282e+05
60.3,6.247e+04,2.192e+05,1.777e+03,2.835e+05
61.9,5.521e+04,2.009e+05,2.624e+03,2.588e+05
63.4,4.718e+04,1.771e+05,2.637e+03,2.270e+05
65.0,3.945e+04,1.514e+05,2.431e+03,1.933e+05
66.5,3.250e+04,1.276e+05,1.782e+03,1.619e+05
68.1,2.772e+04,1.078e+05,6.491e+02,1.361e+05
69.6,2.912e+04,1.086e+05,4.293e+02,1.381e+05
71.2,3.088e+04,1.163e+05,1.219e+03,1.484e+05
72.7,3.074e+04,1.185e+05,1.861e+03,1.511e+05
74.3,2.915e+04,1.131e+05,2.048e+03,1.443e+05
75.8,2.652e+04,9.932e+04,1.826e+03,1.277e+05
77.3,2.624e+04,9.086e+04,1.726e+03,1.188e+05
78.9,2.514e+04,7.997e+04,1.612e+03,1.067e+05
80.4,2.287e+04,7.002e+04,1.529e+03,9.443e+04
82.0,1.967e+04,6.452e+04,1.452e+03,8.564e+04
83.5,1.426e+04,6.601e+04,1.364e+03,8.163e+04
85.1,8.684e+03,7.077e+04,1.566e+03,8.102e+04
86.6,4.738e+03,7.365e+04,1.869e+03,8.025e+04
88.2,2.918e+03,7.719e+04,2.146e+03,8.225e+04
89.7,2.128e+03,7.531e+04,2.757e+03,8.020e+04
91.3,2.332e+03,7.094e+04,3.311e+03,7.658e+04
92.8,3.097e+03,6.596e+04,3.386e+03,7.245e+04
94.4,3.398e+03,6.349e+04,3.701e+03,7.059e+04
95.9,4.938e+03,6.286e+04,4.260e+03,7.205e+04
97.5,7.291e+03,6.032e+04,3.753e+03,7.137e+04
99.0,9.463e+03,5.526e+04,2.613e+03,6.733e+04
100.5,1.214e+04,4.823e+04,2.463e+03,6.284e+04
102.1,1.305e+04,3.872e+04,3.352e+03,5.512e+04
103.6,1.103e+04,3.147e+04,4.074e+03,4.658e+04
105.2,8.431e+03,2.485e+04,3.846e+03,3.713e+04
106.7,5.468e+03,2.261e+04,3.047e+03,3.113e+04
108.3,3.552e+03,2.375e+04,3.131e+03,3.043e+04
109.8,2.866e+03,2.425e+04,3.513e+03,3.063e+04
111.4,2.597e+03,2.632e+04,3.549e+03,3.246e+04
112.9,2.232e+03,2.879e+04,3.449e+03,3.447e+04
114.5,1.590e+03,3.159e+04,2.997e+03,3.618e+04
116.0,1.127e+03,3.258e+04,2.756e+03,3.646e+04
117.6,1.232e+03,3.264e+04,2.770e+03,3.664e+04
119.1,1.139e+03,3.219e+04,2.562e+03,3.589e+04
120.7,9.155e+02,3.116e+04,2.366e+03,3.444e+04
122.2,6.789e+02,2.958e+04,2.272e+03,3.253e+04
123.8,4.149e+02,2.931e+04,2.145e+03,3.187e+04
125.3,2.332e+02,2.937e+04,1.706e+03,3.131e+04
126.8,3.768e+02,2.217e+04,1.937e+03,2.448e+04
128.4,2.310e+03,1.579e+04,5.347e+03,2.345e+04
129.9,8.256e+03,1.465e+04,1.328e+04,3.619e+04
131.5,1.695e+04,2.107e+04,2.215e+04,6.018e+04
133.0,1.349e+04,1.924e+04,1.715e+04,4.988e+04
134.6,2.915e+03,6.910e+03,6.961e+03,1.679e+04
136.1,2.420e+03,3.964e+03,7.732e+03,1.412e+04
137.7,2.356e+03,2.486e+03,7.942e+03,1.278e+04
139.2,2.416e+03,2.240e+03,8.608e+03,1.326e+04
140.8,2.732e+03,2.488e+03,9.800e+03,1.502e+04
142.3,3.613e+03,2.450e+03,1.190e+04,1.797e+04
143.9,4.539e+03,2.803e+03,1.459e+04,2.193e+04
145.4,4.899e+03,3.007e+03,1.567e+04,2.358e+04
147.0,4.862e+03,3.410e+03,1.369e+04,2.196e+04
148.5,3.969e+03,3.908e+03,1.115e+04,1.902e+04
150.0,3.467e+03,5.139e+03,9.545e+03,1.815e+04
151.6,3.130e+03,6.430e+03,8.260e+03,1.782e+04
153.1,2.972e+03,8.216e+03,7.947e+03,1.913e+04
154.7,3.573e+03,9.852e+03,9.878e+03,2.330e+04
156.2,4.199e+03,1.014e+04,1.078e+04,2.512e+04
157.8,3.853e+03,8.928e+03,9.813e+03,2.259e+04
159.3,3.672e+03,9.038e+03,9.021e+03,2.173e+04
160.9,3.351e+03,9.510e+03,7.585e+03,2.045e+04
162.4,3.094e+03,9.227e+03,6.679e+03,1.900e+04
164.0,2.919e+03,9.398e+03,6.168e+03,1.848e+04
165.5,2.442e+03,8.521e+03,5.097e+03,1.606e+04
167.1,1.880e+03,7.369e+03,3.867e+03,1.312e+04
168.6,1.399e+03,6.476e+03,2.811e+03,1.069e+04
170.2,9.780e+02,5.968e+03,1.781e+03,8.727e+03
171.7,6.785e+02,6.530e+03,1.241e+03,8.449e+03
173.3,7.082e+02,7.961e+03,1.456e+03,1.012e+04
174.8,8.033e+02,8.290e+03,1.641e+03,1.073e+04
176.3,7.166e+02,8.221e+03,1.556e+03,1.049e+04
177.9,7.374e+02,8.275e+03,1.562e+03,1.057e+04
179.4,8.737e+02,8.836e+03,1.943e+03,1.165e+04
181.0,9.852e+02,9.587e+03,2.221e+03,1.279e+04
182.5,1.080e+03,1.013e+04,2.325e+03,1.353e+04
184.1,1.134e+03,1.051e+04,2.442e+03,1.409e+04
185.6,1.159e+03,1.034e+04,2.562e+03,1.406e+04
187.2,1.247e+03,1.034e+04,2.939e+03,1.453e+04
188.7,1.380e+03,1.033e+04,3.270e+03,1.498e+04
190.3,1.347e+03,9.847e+03,3.397e+03,1.459e+04
191.8,1.458e+03,9.421e+03,3.734e+03,1.461e+04
193.4,1.400e+03,9.359e+03,3.765e+03,1.452e+04
194.9,1.176e+03,8.674e+03,3.315e+03,1.317e+04
196.5,1.101e+03,8.714e+03,3.125e+03,1.294e+04
198.0,1.066e+03,8.024e+03,2.702e+03,1.179e+04
199.5,8.707e+02,6.554e+03,1.836e+03,9.260e+03
