freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.161e+01,3.959e+01,2.376e+02,2.988e+02
1.5,4.538e+01,4.945e+01,1.737e+02,2.685e+02
3.1,4.459e+01,3.539e+01,6.408e+01,1.441e+02
4.6,4.453e+01,3.376e+01,3.926e+02,4.709e+02
6.2,4.313e+01,3.636e+01,1.311e+03,1.390e+03
7.7,4.189e+01,3.696e+01,2.054e+03,2.133e+03
9.3,4.229e+01,3.330e+01,2.719e+03,2.794e+03
10.8,3.718e+01,3.558e+01,3.689e+03,3.761e+03
12.4,3.829e+01,3.756e+01,4.865e+03,4.941e+03
13.9,4.046e+01,4.208e+01,6.245e+03,6.327e+03
15.5,3.522e+01,4.611e+01,7.942e+03,8.023e+03
17.0,4.760e+01,5.183e+01,1.005e+04,1.015e+04
18.6,6.347e+01,5.977e+01,1.250e+04,1.262e+04
20.1,1.058e+02,5.847e+01,1.478e+04,1.495e+04
21.7,1.057e+02,5.871e+01,1.670e+04,1.686e+04
23.2,5.420e+01,7.953e+01,2.039e+04,2.052e+04
24.8,4.274e+01,1.125e+02,2.516e+04,2.532e+04
26.3,4.683e+01,1.588e+02,3.099e+04,3.120e+04
27.8,6.904e+01,1.564e+02,3.565e+04,3.587e+04
29.4,7.847e+01,1.590e+02,3.687e+04,3.710e+04
30.9,8.607e+01,2.513e+02,4.114e+04,4.147e+04
32.5,1.579e+02,5.020e+02,4.603e+04,4.669e+04
34.0,2.976e+02,1.004e+03,5.586e+04,5.716e+04
35.6,6.354e+02,2.019e+03,7.233e+04,7.499e+04
37.1,9.112e+02,3.725e+03,9.570e+04,1.003e+05
38.7,9.788e+02,5.927e+03,1.233e+05,1.302e+05
40.2,2.431e+03,7.787e+03,1.535e+05,1.637e+05
41.8,5.382e+03,1.019e+04,1.919e+05,2.075e+05
43.3,1.216e+04,1.680e+04,2.606e+05,2.896e+05
44.9,2.105e+04,2.790e+04,3.798e+05,4.287e+05
46.4,2.046e+04,3.962e+04,5.057e+05,5.658e+05
48.0,2.176e+04,5.158e+04,5.627e+05,6.361e+05
49.5,2.626e+04,6.471e+04,5.563e+05,6.472e+05
51.1,2.880e+04,6.960e+04,5.220e+05,6.204e+05
52.6,2.081e+04,5.502e+04,4.186e+05,4.944e+05
54.1,1.327e+04,4.149e+04,2.599e+05,3.147e+05
55.7,1.347e+04,3.772e+04,1.677e+05,2.189e+05
57.2,1.088e+04,2.998e+04,1.289e+05,1.698e+05
58.8,6.607e+03,1.729e+04,8.995e+04,1.139e+05
60.3,3.931e+03,1.075e+04,7.191e+04,8.658e+04
61.9,2.069e+03,8.900e+03,6.296e+04,7.393e+04
