freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.212e+01,3.253e+01,2.341e+02,2.887e+02
1.5,3.861e+01,6.780e+01,1.689e+02,2.753e+02
3.1,3.659e+01,6.447e+01,6.076e+01,1.618e+02
4.6,3.558e+01,5.564e+01,3.772e+02,4.684e+02
6.2,3.168e+01,6.089e+01,1.278e+03,1.371e+03
7.7,3.089e+01,6.640e+01,2.062e+03,2.160e+03
9.3,3.109e+01,5.685e+01,2.986e+03,3.074e+03
10.8,3.479e+01,6.365e+01,4.064e+03,4.162e+03
12.3,3.709e+01,6.028e+01,5.441e+03,5.538e+03
13.9,3.719e+01,6.806e+01,7.138e+03,7.243e+03
15.4,3.717e+01,6.803e+01,9.282e+03,9.387e+03
17.0,3.836e+01,7.472e+01,1.191e+04,1.202e+04
18.5,4.335e+01,9.140e+01,1.421e+04,1.435e+04
20.0,4.685e+01,9.554e+01,1.601e+04,1.615e+04
21.6,4.717e+01,8.312e+01,1.849e+04,1.862e+04
23.1,6.367e+01,1.051e+02,2.236e+04,2.253e+04
24.7,7.124e+01,1.330e+02,2.646e+04,2.666e+04
26.2,6.186e+01,1.460e+02,3.210e+04,3.231e+04
27.8,7.958e+01,1.687e+02,3.670e+04,3.695e+04
29.3,1.146e+02,2.394e+02,3.981e+04,4.016e+04
30.8,1.965e+02,3.865e+02,4.658e+04,4.716e+04
32.4,3.656e+02,7.093e+02,5.850e+04,5.958e+04
33.9,6.241e+02,1.327e+03,7.509e+04,7.704e+04
35.5,1.123e+03,1.974e+03,9.463e+04,9.772e+04
37.0,2.094e+03,2.897e+03,1.227e+05,1.277e+05
38.5,3.281e+03,4.178e+03,1.558e+05,1.632e+05
40.1,4.188e+03,5.269e+03,1.859e+05,1.953e+05
41.6,5.000e+03,7.338e+03,2.500e+05,2.623e+05
43.2,6.751e+03,1.035e+04,3.216e+05,3.387e+05
44.7,1.058e+04,1.316e+04,3.615e+05,3.853e+05
46.3,1.732e+04,1.820e+04,4.326e+05,4.681e+05
47.8,2.110e+04,2.326e+04,5.019e+05,5.462e+05
49.3,1.812e+04,2.192e+04,4.848e+05,5.248e+05
50.9,1.470e+04,1.964e+04,3.838e+05,4.182e+05
52.4,1.362e+04,2.142e+04,2.822e+05,3.173e+05
54.0,1.691e+04,2.711e+04,2.337e+05,2.777e+05
55.5,1.658e+04,2.644e+04,1.791e+05,2.221e+05
57.0,1.239e+04,1.980e+04,1.183e+05,1.505e+05
58.6,7.767e+03,1.288e+04,8.074e+04,1.014e+05
60.1,6.229e+03,1.051e+04,6.490e+04,8.164e+04
61.7,6.445e+03,1.034e+04,5.409e+04,7.087e+04
63.2,6.808e+03,9.679e+03,4.719e+04,6.368e+04
64.8,6.893e+03,9.021e+03,4.217e+04,5.809e+04
66.3,7.330e+03,9.774e+03,3.580e+04,5.290e+04
67.8,6.461e+03,8.189e+03,3.097e+04,4.562e+04
69.4,6.422e+03,8.456e+03,2.962e+04,4.450e+04
70.9,7.551e+03,1.115e+04,2.889e+04,4.759e+04
72.5,8.157e+03,1.180e+04,2.890e+04,4.885e+04
74.0,7.474e+03,1.036e+04,2.772e+04,4.555e+04
75.5,6.487e+03,9.223e+03,2.606e+04,4.177e+04
77.1,5.962e+03,8.654e+03,2.375e+04,3.837e+04
78.6,5.252e+03,7.937e+03,2.258e+04,3.577e+04
80.2,5.055e+03,9.620e+03,2.452e+04,3.919e+04
81.7,6.846e+03,1.518e+04,2.467e+04,4.669e+04
83.3,9.837e+03,2.180e+04,2.048e+04,5.212e+04
84.8,1.349e+04,2.882e+04,1.753e+04,5.984e+04
86.3,1.662e+04,3.484e+04,1.791e+04,6.936e+04
87.9,1.705e+04,3.649e+04,1.701e+04,7.055e+04
89.4,1.577e+04,3.382e+04,1.509e+04,6.467e+04
91.0,1.474e+04,2.942e+04,1.447e+04,5.862e+04
92.5,1.375e+04,2.306e+04,1.529e+04,5.209e+04
94.0,1.348e+04,1.900e+04,1.575e+04,4.823e+04
95.6,1.264e+04,1.987e+04,1.584e+04,4.834e+04
97.1,1.064e+04,2.271e+04,1.561e+04,4.897e+04
98.7,9.420e+03,2.460e+04,1.550e+04,4.952e+04
100.2,9.276e+03,2.596e+04,1.664e+04,5.188e+04
101.8,9.460e+03,2.950e+04,1.846e+04,5.743e+04
103.3,1.007e+04,3.396e+04,1.939e+04,6.342e+04
104.8,9.873e+03,3.537e+04,1.940e+04,6.465e+04
106.4,9.888e+03,3.707e+04,2.026e+04,6.723e+04
107.9,1.038e+04,3.920e+04,2.238e+04,7.196e+04
109.5,1.086e+04,4.100e+04,2.350e+04,7.537e+04
111.0,1.143e+04,4.197e+04,2.332e+04,7.672e+04
112.5,1.251e+04,4.317e+04,2.243e+04,7.810e+04
114.1,1.461e+04,4.447e+04,2.278e+04,8.186e+04
115.6,1.606e+04,4.252e+04,2.143e+04,8.001e+04
117.2,1.641e+04,3.998e+04,2.012e+04,7.651e+04
118.7,1.677e+04,3.953e+04,1.902e+04,7.532e+04
120.3,1.821e+04,3.910e+04,1.914e+04,7.645e+04
