freq,psd_x,psd_y,psd_z,psd_xyz
0.0,2.818e+01,2.151e+02,9.113e+00,2.524e+02
1.5,2.674e+01,1.297e+02,4.108e+01,1.975e+02
3.1,1.650e+01,2.914e+01,4.651e+01,9.216e+01
4.6,1.755e+01,3.492e+02,4.695e+01,4.137e+02
6.2,2.014e+01,1.273e+03,4.981e+01,1.343e+03
7.7,2.234e+01,2.153e+03,5.370e+01,2.229e+03
9.3,2.444e+01,3.116e+03,5.380e+01,3.195e+03
10.8,2.343e+01,4.525e+03,4.695e+01,4.595e+03
12.4,2.286e+01,6.751e+03,4.624e+01,6.820e+03
13.9,2.010e+01,9.742e+03,5.022e+01,9.812e+03
15.5,6.014e+01,1.276e+04,5.525e+01,1.288e+04
17.0,1.597e+02,1.314e+04,5.596e+01,1.335e+04
18.5,1.447e+02,1.460e+04,4.858e+01,1.480e+04
20.1,9.621e+01,2.008e+04,5.190e+01,2.023e+04
21.6,5.688e+01,2.741e+04,6.140e+01,2.753e+04
23.2,5.208e+01,3.650e+04,5.858e+01,3.661e+04
24.7,2.150e+02,4.747e+04,6.323e+01,4.775e+04
26.3,4.811e+02,5.676e+04,9.122e+01,5.733e+04
27.8,6.093e+02,6.792e+04,1.044e+02,6.863e+04
29.4,4.456e+02,9.353e+04,1.442e+02,9.412e+04
30.9,2.185e+02,1.239e+05,1.999e+02,1.243e+05
32.5,7.441e+02,1.610e+05,1.835e+02,1.619e+05
34.0,4.423e+03,2.218e+05,2.310e+02,2.264e+05
35.5,1.110e+04,2.625e+05,2.023e+02,2.738e+05
37.1,1.540e+04,2.685e+05,2.460e+02,2.842e+05
38.6,1.737e+04,2.302e+05,4.814e+02,2.480e+05
40.2,1.665e+04,1.737e+05,5.505e+02,1.909e+05
41.7,1.800e+04,1.317e+05,4.293e+02,1.502e+05
43.3,2.383e+04,1.046e+05,4.902e+02,1.290e+05
44.8,3.438e+04,8.878e+04,6.868e+02,1.238e+05
46.4,4.050e+04,7.979e+04,1.222e+03,1.215e+05
47.9,4.262e+04,7.190e+04,1.814e+03,1.163e+05
49.5,4.299e+04,6.442e+04,2.074e+03,1.095e+05
51.0,4.130e+04,6.229e+04,1.462e+03,1.050e+05
52.6,4.354e+04,6.791e+04,9.668e+02,1.124e+05
54.1,4.762e+04,7.387e+04,1.469e+03,1.230e+05
55.6,4.731e+04,7.358e+04,2.345e+03,1.232e+05
57.2,4.463e+04,6.782e+04,3.430e+03,1.159e+05
58.7,4.719e+04,7.190e+04,3.484e+03,1.226e+05
60.3,4.914e+04,8.328e+04,3.124e+03,1.355e+05
61.8,4.281e+04,7.939e+04,2.448e+03,1.246e+05
