freq,psd_x,psd_y,psd_z,psd_xyz
0.0,3.335e+01,3.873e+01,2.563e+02,3.284e+02
1.5,1.256e+02,1.151e+02,1.891e+02,4.298e+02
3.1,1.123e+02,1.043e+02,6.305e+01,2.796e+02
4.6,9.757e+01,1.230e+02,3.835e+02,6.041e+02
6.2,1.179e+02,1.796e+02,1.252e+03,1.550e+03
7.7,1.456e+02,1.802e+02,2.022e+03,2.348e+03
9.3,1.210e+02,1.523e+02,2.851e+03,3.124e+03
10.8,1.349e+02,1.735e+02,3.881e+03,4.190e+03
12.4,1.240e+02,1.518e+02,5.100e+03,5.375e+03
13.9,1.076e+02,1.351e+02,6.516e+03,6.759e+03
15.5,1.012e+02,1.283e+02,8.388e+03,8.618e+03
17.0,1.100e+02,1.484e+02,1.066e+04,1.092e+04
18.6,9.911e+01,1.348e+02,1.301e+04,1.324e+04
20.1,1.186e+02,1.323e+02,1.542e+04,1.567e+04
21.6,1.648e+02,1.909e+02,1.736e+04,1.771e+04
23.2,2.058e+02,2.362e+02,1.970e+04,2.014e+04
24.7,2.357e+02,3.010e+02,2.325e+04,2.379e+04
26.3,2.241e+02,3.253e+02,2.836e+04,2.890e+04
27.8,2.793e+02,3.728e+02,3.163e+04,3.229e+04
29.4,3.128e+02,3.591e+02,3.408e+04,3.475e+04
30.9,2.367e+02,3.673e+02,3.933e+04,3.994e+04
32.5,2.677e+02,4.820e+02,4.798e+04,4.873e+04
34.0,4.236e+02,8.383e+02,5.873e+04,5.999e+04
35.6,6.809e+02,1.421e+03,7.109e+04,7.319e+04
37.1,1.181e+03,2.318e+03,9.103e+04,9.453e+04
38.6,2.321e+03,3.240e+03,1.160e+05,1.216e+05
40.2,3.542e+03,3.867e+03,1.440e+05,1.514e+05
41.7,5.007e+03,5.272e+03,1.864e+05,1.966e+05
43.3,5.758e+03,7.624e+03,2.392e+05,2.526e+05
44.8,5.660e+03,9.724e+03,3.326e+05,3.480e+05
46.4,4.736e+03,1.195e+04,4.399e+05,4.565e+05
47.9,6.808e+03,1.604e+04,4.987e+05,5.215e+05
49.5,1.171e+04,2.370e+04,6.304e+05,6.659e+05
51.0,1.471e+04,3.023e+04,6.893e+05,7.342e+05
52.6,1.598e+04,3.276e+04,5.883e+05,6.370e+05
54.1,1.767e+04,3.511e+04,4.678e+05,5.206e+05
55.7,1.750e+04,3.204e+04,3.081e+05,3.576e+05
57.2,1.517e+04,2.461e+04,1.843e+05,2.241e+05
58.7,8.526e+03,1.493e+04,1.188e+05,1.423e+05
60.3,6.419e+03,1.452e+04,8.422e+04,1.052e+05
61.8,7.640e+03,1.725e+04,6.361e+04,8.850e+04
63.4,8.162e+03,1.695e+04,5.497e+04,8.008e+04
64.9,8.077e+03,1.651e+04,5.019e+04,7.478e+04
66.5,7.794e+03,1.588e+04,4.576e+04,6.944e+04
68.0,5.814e+03,1.333e+04,4.100e+04,6.015e+04
69.6,4.685e+03,1.651e+04,3.733e+04,5.853e+04
71.1,5.102e+03,2.217e+04,3.687e+04,6.414e+04
72.7,5.563e+03,2.441e+04,3.656e+04,6.653e+04
74.2,6.197e+03,2.370e+04,3.318e+04,6.307e+04
75.7,7.419e+03,2.436e+04,3.180e+04,6.358e+04
77.3,8.802e+03,2.305e+04,3.272e+04,6.457e+04
78.8,9.590e+03,1.975e+04,3.304e+04,6.239e+04
80.4,1.061e+04,2.106e+04,3.204e+04,6.372e+04
81.9,1.013e+04,2.409e+04,2.749e+04,6.171e+04
83.5,8.346e+03,2.605e+04,2.410e+04,5.850e+04
85.0,5.559e+03,2.473e+04,2.377e+04,5.405e+04
86.6,4.961e+03,2.444e+04,2.250e+04,5.190e+04
88.1,6.086e+03,2.319e+04,2.109e+04,5.038e+04
89.7,7.976e+03,2.247e+04,2.035e+04,5.080e+04
91.2,8.871e+03,2.090e+04,1.933e+04,4.910e+04
92.8,8.035e+03,1.900e+04,1.818e+04,4.521e+04
94.3,6.690e+03,1.739e+04,1.734e+04,4.141e+04
95.8,7.189e+03,1.495e+04,1.584e+04,3.798e+04
97.4,8.089e+03,1.312e+04,1.379e+04,3.500e+04
98.9,8.169e+03,1.278e+04,1.227e+04,3.322e+04
100.5,7.375e+03,1.575e+04,1.111e+04,3.424e+04
102.0,5.657e+03,1.764e+04,9.660e+03,3.295e+04
103.6,4.065e+03,1.672e+04,8.798e+03,2.958e+04
105.1,3.361e+03,1.566e+04,9.270e+03,2.829e+04
106.7,3.845e+03,1.641e+04,1.121e+04,3.147e+04
108.2,4.677e+03,1.560e+04,1.298e+04,3.326e+04
109.8,6.430e+03,1.567e+04,1.419e+04,3.629e+04
111.3,7.858e+03,1.753e+04,1.465e+04,4.003e+04
112.9,8.568e+03,1.735e+04,1.435e+04,4.027e+04
114.4,9.032e+03,1.624e+04,1.299e+04,3.827e+04
115.9,9.516e+03,1.523e+04,1.064e+04,3.539e+04
117.5,1.076e+04,1.567e+04,1.076e+04,3.718e+04
119.0,1.168e+04,1.554e+04,1.121e+04,3.843e+04
120.6,1.192e+04,1.448e+04,1.096e+04,3.736e+04
122.1,1.132e+04,1.314e+04,1.033e+04,3.479e+04
123.7,1.203e+04,1.285e+04,1.180e+04,3.668e+04
125.2,1.382e+04,1.323e+04,1.523e+04,4.227e+04
126.8,1.595e+04,1.458e+04,1.933e+04,4.987e+04
128.3,1.773e+04,1.570e+04,2.343e+04,5.686e+04
129.9,1.984e+04,1.725e+04,2.916e+04,6.625e+04
131.4,2.246e+04,1.988e+04,3.582e+04,7.816e+04
132.9,2.198e+04,1.897e+04,3.954e+04,8.050e+04
134.5,2.104e+04,1.762e+04,4.247e+04,8.113e+04
136.0,2.338e+04,1.982e+04,4.969e+04,9.289e+04
137.6,2.562e+04,2.270e+04,5.751e+04,1.058e+05
139.1,2.846e+04,2.450e+04,6.721e+04,1.202e+05
140.7,3.115e+04,2.472e+04,7.745e+04,1.333e+05
142.2,3.145e+04,2.321e+04,8.250e+04,1.372e+05
143.8,3.198e+04,2.187e+04,8.762e+04,1.415e+05
145.3,3.681e+04,2.335e+04,1.034e+05,1.636e+05
146.9,4.226e+04,2.459e+04,1.226e+05,1.894e+05
148.4,5.063e+04,2.552e+04,1.489e+05,2.251e+05
150.0,6.707e+04,2.745e+04,1.910e+05,2.855e+05
151.5,7.189e+04,2.415e+04,2.073e+05,3.033e+05
153.0,6.963e+04,2.037e+04,2.088e+05,2.988e+05
154.6,6.035e+04,1.784e+04,1.892e+05,2.674e+05
156.1,5.093e+04,1.666e+04,1.608e+05,2.283e+05
157.7,4.489e+04,1.530e+04,1.406e+05,2.008e+05
159.2,4.188e+04,1.476e+04,1.283e+05,1.849e+05
160.8,3.672e+04,1.402e+04,1.046e+05,1.554e+05
162.3,2.748e+04,1.195e+04,7.182e+04,1.113e+05
